rank,ID,name,mechanics,families,categories,n.ratings,rating,bayes.rating,owned,one.player,two.players,three.players,four.players,many.players,age,language,n.weight,weight
284,119506,freedom-underground-railroad,Co-operative Play|Pick-up and Deliver|Point to Point Movement|Variable Player Powers,Country: USA|Crowdfunding: Kickstarter|Solitaire Games,American Civil War|Economic|Educational|Political|Puzzle,2550,7.63654,7.05356,4205,10|30|2,16|27|2,16|22|1,16|20|3,0|1|17,0|0|0|0|0|0|7|6|2,0|0|9|1|0,0,2
285,39938,carson-city,Area Control / Area Influence|Dice Rolling|Tile Placement|Worker Placement,"Cities: Carson City (Nevada, USA)|Country: USA|Quined Master Print Edition Series",American West|City Building|Economic,5780,7.31266,7.05354,5154,0|0|67,4|52|33,21|66|5,74|25|1,NA,0|0|0|0|0|0|6|23|4,49|1|0|0|0,0,3
286,133848,euphoria-build-better-dystopia,Dice Rolling|Hand Management|Set Collection|Variable Player Powers|Worker Placement,Crowdfunding: Kickstarter|Euphoria|Mensa Select,Science Fiction,5876,7.34429,7.05291,7876,0|0|54,3|43|32,10|50|8,53|31|1,NA,0|0|0|0|0|1|4|21|2,0|5|22|2|0,0,3
287,176734,manhattan-project-energy-empire,Dice Rolling|Worker Placement,Crowdfunding: Kickstarter|The Manhattan Project|Solitaire Games,Civilization|Dice|Economic|Environmental|Industry / Manufacturing,1697,7.98198,7.05054,2889,2|8|10,4|16|9,8|17|1,15|12|0,NA,0|0|0|0|0|0|3|1|2,0|3|2|0|0,0,3
288,97842,last-will,Action Point Allowance System|Hand Management|Worker Placement,Country: England|Tableau Building,Card Game|Economic|Humor,6868,7.26693,7.05017,7963,0|0|34,7|41|13,20|39|3,37|28|2,NA,0|0|0|0|0|1|5|10|2,34|5|0|0|0,0,2
289,155703,evolution,Action Point Allowance System|Hand Management|Press Your Luck|Secret Unit Deployment|Simulation|Simultaneous Action Selection,Crowdfunding: Kickstarter|Evolution,Animals|Card Game|Educational|Environmental|Prehistoric|Print & Play,7355,7.28359,7.04955,10565,0|0|63,12|52|33,27|69|2,83|21|1,NA,0|0|0|0|0|8|14|6|3,0|4|21|4|0,0,2
290,128271,ginkgopolis,Area Control / Area Influence|Card Drafting|Simultaneous Action Selection|Tile Placement,Solitaire Games|Tableau Building,City Building|Environmental|Science Fiction|Territory Building,3799,7.43431,7.04664,3617,2|34|17,50|36|12,49|42|2,29|46|16,NA,0|0|0|0|0|0|3|14|1,31|1|0|0|0,0,2
291,161614,stockpile,Auction/Bidding|Card Drafting|Stock Holding|Variable Player Powers,Crowdfunding: Kickstarter,Economic,2652,7.64206,7.04529,3737,0|0|21,3|9|14,2|27|2,19|13|0,NA,0|0|0|1|0|1|3|4|0,8|0|0|0|0,0,2
292,1513,republic-rome,Dice Rolling|Hand Management|Simulation|Variable Player Powers|Voting,Ancient Rome|Cities: Rome|Solitaire Games|Valley Games Classic Line|Valley Games Tactics Line,Ancient|Negotiation|Political|Wargame,3388,7.54987,7.04486,5142,1|17|50,0|8|62,1|19|55,10|56|17,NA,0|0|0|0|0|0|0|2|17,0|1|9|44|2,0,4
293,140603,francis-drake,Dice Rolling|Press Your Luck|Secret Unit Deployment|Set Collection|Worker Placement,Crowdfunding: Kickstarter,Bluffing|Exploration|Nautical|Pirates|Renaissance,3237,7.51036,7.04437,4399,0|0|34,1|13|31,2|22|29,17|39|0,NA,0|0|0|0|0|0|1|10|1,14|0|0|0|0,0,2
294,150,pitchcar,Modular Board,Finger Flicking Games|PitchCar|Promotional Board Games|Sports: Auto Racing,Action / Dexterity|Children's Game|Party Game|Racing|Sports,7652,7.24803,7.04366,7667,0|11|49,2|47|27,13|56|14,35|45|2,NA,0|1|7|10|5|2|1|0|0,36|0|0|0|0,0,1
295,9674,ingenious,Hand Management|Partnerships|Pattern Building|Tile Placement,Ingenious|Mensa Select|Solitaire Games,Abstract Strategy,13025,7.17282,7.04343,14522,5|76|84,160|87|3,97|131|10,91|132|17,0|0|124,0|0|0|4|16|35|9|1|0,83|0|0|0|0,0,1
296,15062,shadows-over-camelot,Co-operative Play|Hand Management|Partnerships|Player Elimination|Set Collection|Variable Player Powers,The Legend of King Arthur and the Knights of the Round Table|Shadows over Camelot,Adventure|Deduction|Fantasy|Medieval|Mythology,20513,7.15675,7.04231,24540,1|11|156,0|14|163,5|64|132,39|141|32,NA,0|0|0|0|1|12|46|17|4,0|5|63|20|0,0,2
297,166384,spyfall,Role Playing|Voting,"",Bluffing|Deduction|Humor|Party Game|Spies/Secret Agents,10835,7.18965,7.04207,15832,0|0|76,0|0|76,0|6|75,3|56|30,NA,0|0|0|0|0|1|6|9|3,4|16|2|0|0,0,1
298,95527,madeira,Area Control / Area Influence|Dice Rolling|Worker Placement,Country: Portugal,Dice|Economic|Farming|Nautical,2439,7.65644,7.03955,3898,1|0|23,12|35|4,15|31|0,27|15|2,0|0|16,0|0|0|0|0|0|3|4|13,21|0|0|0|0,0,4
299,15363,nexus-ops,Area Control / Area Influence|Dice Rolling|Hand Management|Modular Board,Components: Miniatures,Exploration|Fighting|Science Fiction|Wargame,7628,7.25671,7.03842,9982,1|3|85,18|89|25,57|76|7,108|46|1,1|0|74,0|0|0|1|2|12|14|2|0,1|2|30|2|0,0,2
300,18,roborally,Action / Movement Programming|Grid Movement|Modular Board|Simultaneous Action Selection,Robots,Miniatures|Racing|Science Fiction,19528,7.15023,7.03798,22708,0|4|153,7|54|134,15|128|54,83|117|11,NA,0|0|0|0|2|20|31|18|4,7|22|48|1|0,0,2
301,181521,warhammer-quest-adventure-card-game,Co-operative Play|Dice Rolling|Role Playing|Variable Player Powers,Campaign Games|Solitaire Games|Warhammer Fantasy Card Games,Adventure|Card Game|Fantasy,3127,7.61166,7.03729,6672,14|39|7,17|30|8,8|34|4,36|16|4,0|1|29,0|0|0|0|0|0|7|7|1,0|0|1|12|0,0,2
302,159508,aquasphere,Area Control / Area Influence|Area Movement|Modular Board,Crowdfunding: Kickstarter,Nautical|Science Fiction,4309,7.38711,7.0336,7395,0|1|29,10|33|8,13|33|0,30|20|3,0|0|27,0|0|0|0|0|0|0|9|3,18|0|0|0|0,0,3
303,133473,sushi-go,Card Drafting|Hand Management|Set Collection|Simultaneous Action Selection,Country: Japan|Crowdfunding: Indiegogo|Food / Cooking,Card Game,18300,7.14479,7.02981,31528,0|0|102,8|71|62,52|88|2,114|36|1,NA,0|0|0|9|40|19|1|0|0,29|15|0|0|0,0,1
304,155987,abyss,Auction/Bidding|Card Drafting|Hand Management|Press Your Luck|Set Collection,"",Card Game|Mythology|Science Fiction,5492,7.33349,7.02971,6746,0|1|48,11|46|17,21|54|0,51|13|5,0|2|41,0|0|0|0|0|3|8|9|2,0|2|20|0|1,0,2
305,192457,cry-havoc,Area Control / Area Influence|Area Movement|Deck / Pool Building|Hand Management|Variable Player Powers,"",Fighting|Miniatures|Science Fiction|Wargame,2831,7.60884,7.02748,5267,0|0|30,7|30|13,17|29|6,32|18|2,0|0|23,0|0|0|0|0|0|2|7|3,0|0|6|0|0,0,3
306,42776,gears-war-board-game,Area Movement|Campaign / Battle Card Driven|Co-operative Play|Dice Rolling|Hand Management|Modular Board|Variable Player Powers,Solitaire Games,Fighting|Miniatures|Science Fiction|Video Game Theme,3830,7.49442,7.02633,6226,21|56|6,31|53|4,28|49|2,38|32|18,2|1|46,1|0|0|0|0|0|5|14|7,0|3|22|6|2,0,2
307,151347,millennium-blades,Card Drafting|Commodity Speculation|Hand Management|Set Collection|Simulation|Trading,Crowdfunding: Kickstarter,Card Game|Real-time,1733,7.98642,7.02551,3126,0|0|23,1|23|8,21|15|0,26|10|0,NA,0|0|0|0|1|0|4|5|3,0|0|0|11|1,0,3
308,22827,starcraft-board-game,Area Control / Area Influence|Area Movement|Deck / Pool Building|Modular Board|Variable Player Powers,Components: Miniatures|Fantasy Flight Big Box,Civilization|Fighting|Miniatures|Science Fiction|Space Exploration|Territory Building|Video Game Theme|Wargame,6089,7.34257,7.02537,7288,0|3|99,29|79|40,42|90|25,113|54|4,NA,1|0|0|0|0|0|3|8|23,0|2|22|50|3,0,3
309,121288,dixit-journey,Acting|Simultaneous Action Selection|Singing|Storytelling|Voting,Dixit,Card Game|Humor|Party Game,3450,7.4906,7.0253,6389,0|0|17,0|0|17,0|7|10,6|14|1,NA,0|0|0|0|1|0|2|2|0,8|0|0|0|0,0,1
310,196340,yokohama,Grid Movement|Modular Board|Route/Network Building|Set Collection,Country: Japan|Crowdfunding: Kickstarter,Economic,1549,8.01105,7.02384,3506,0|0|18,6|23|3,22|5|0,4|21|0,0|0|15,0|0|0|0|0|0|2|3|0,0|3|1|0|0,0,3
311,586,front,Campaign / Battle Card Driven|Hand Management|Simulation|Variable Player Powers,Crowdfunding: Kickstarter|Up Front Series,Card Game|Wargame|World War II,1885,7.84438,7.02271,3139,1|7|19,32|5|0,0|4|16,NA,NA,0|0|0|0|0|0|1|10|4,0|0|7|5|1,0,3
312,65532,defenders-realm,Action Point Allowance System|Co-operative Play|Dice Rolling|Hand Management|Point to Point Movement|Variable Player Powers,Animals: Dragons|Defenders of the Realm|Solitaire Games,Adventure|Fantasy|Fighting|Miniatures,4591,7.38762,7.02244,6031,11|31|13,12|48|6,25|41|2,58|20|3,3|7|25,0|0|1|0|1|10|11|2|0,0|6|21|5|1,0,2
313,134726,smash-awesome-level-9000,Area Control / Area Influence|Hand Management|Take That|Variable Player Powers,Smash Up|Steampunk,Card Game|Fantasy|Horror|Humor|Pirates|Prehistoric|Science Fiction|Spies/Secret Agents,5117,7.37012,7.02232,13500,0|0|15,3|12|4,NA,NA,NA,0|0|0|0|0|2|4|5|0,0|0|3|7|1,0,2
314,50750,belfort,Area Control / Area Influence|Card Drafting|Hand Management|Worker Placement,Games by the Game Artisans of Canada|TMG Originals,City Building|Economic|Fantasy,5003,7.32337,7.02034,5912,0|0|70,8|45|48,39|68|5,66|51|2,NA,0|0|0|0|1|0|4|16|1,0|27|3|0|0,0,3
315,167400,ashes-rise-phoenixborn,Dice Rolling|Hand Management|Variable Player Powers,"",Card Game|Dice|Fantasy|Fighting,3079,7.61432,7.01914,5874,0|0|23,49|5|0,1|20|17,1|20|19,0|0|23,0|0|0|0|0|1|6|6|0,0|0|1|15|0,0,2
316,119432,snowdonia,Card Drafting|Hand Management|Worker Placement,Country: Wales|Crowdfunding: Kickstarter|Snowdonia|Solitaire Games,Trains,3263,7.46796,7.01717,4071,9|30|14,11|37|5,21|31|0,31|26|0,NA,0|0|0|0|0|0|7|10|0,0|3|16|0|0,0,3
317,21790,thurn-and-taxis,Card Drafting|Hand Management|Route/Network Building|Set Collection,Country: Germany|Thurn and Taxis,Renaissance|Transportation,15273,7.12831,7.01508,16713,0|2|122,69|129|28,122|92|2,125|76|12,0|3|98,0|0|0|0|2|13|26|9|0,62|9|1|0|1,0,2
318,2346,dvonn,Grid Movement,Combinatorial|GIPF Project|Mensa Select,Abstract Strategy,3623,7.4288,7.01028,4550,0|0|26,34|0|0,NA,NA,NA,0|0|0|0|0|4|9|2|1,22|0|0|0|0,0,2
319,24800,conflict-heroes-awakening-bear-russia-1941-42,Action Point Allowance System|Dice Rolling|Hex-and-Counter|Modular Board|Simulation,Conflict of Heroes|Country: Russia|Solitaire Games|Solitaire Wargames,Wargame|World War II,2824,7.56469,7.01004,3688,5|22|21,62|7|3,2|9|19,8|29|8,0|0|30,2|0|0|0|0|2|15|10|4,2|20|6|3|2,0,2
320,18098,napoleons-triumph,Area Movement|Secret Unit Deployment|Simulation,Block wargames,Napoleonic|Wargame,1532,7.97662,7.0098,2618,0|2|32,53|7|0,NA,NA,NA,0|0|0|0|0|0|0|10|11,21|1|2|0|0,0,3
321,121408,trains,Deck / Pool Building|Hand Management|Route/Network Building,AEG: Big in Japan|AEG: Destination Fun,Card Game|Territory Building|Trains,5966,7.2544,7.00705,8005,0|2|30,9|43|8,34|26|0,25|26|2,0|1|22,0|0|0|0|0|4|9|4|0,0|13|15|2|0,0,2
322,58281,summoner-wars,Action Point Allowance System|Dice Rolling|Grid Movement|Hand Management|Take That|Variable Player Powers,Summoner Wars,Card Game|Fantasy|Fighting,5075,7.33683,7.00603,4736,0|3|45,74|5|1,1|16|36,21|31|10,0|1|42,0|0|0|1|1|14|9|3|1,0|3|23|6|0,0,2
323,131357,coup,Memory|Player Elimination|Take That|Variable Player Powers,Crowdfunding: Kickstarter|Dystopian Universe|Postcard Box Games,Bluffing|Card Game|Deduction|Party Game|Political,21395,7.1196,7.0055,34291,2|0|171,9|26|177,16|119|81,92|142|6,NA,0|0|0|2|3|13|26|8|3,9|40|2|0|0,0,1
324,26997,1989-dawn-freedom,Area Control / Area Influence|Campaign / Battle Card Driven|Dice Rolling|Hand Management,Country: Czech Republic|Country: Germany|Country: Hungary|Country: Poland|Country: Romania|Country: Slovakia,Political,1632,7.89461,7.0049,2913,0|0|21,30|0|0,NA,NA,NA,0|0|0|0|0|0|0|2|5,0|0|0|17|0,0,3
325,36235,duke,Grid Movement|Tile Placement,Crowdfunding: Kickstarter|The Duke|Mensa Select,Abstract Strategy|Medieval,2750,7.56023,7.00079,4882,0|1|11,25|0|0,NA,NA,NA,0|0|0|0|0|2|2|5|0,8|1|0|0|0,0,2
326,31999,tzaar,Grid Movement,Combinatorial|GIPF Project,Abstract Strategy,2151,7.67421,7.00074,3189,0|0|21,30|1|0,NA,NA,NA,0|0|0|0|0|9|3|2|0,17|0|0|0|0,0,2
327,113997,tajemnicze-domostwo,Co-operative Play|Hand Management,Admin: Better Description Needed!|Mysterium,Deduction|Murder/Mystery,3920,7.38193,6.99946,3887,0|0|42,3|22|19,11|27|9,32|21|1,NA,0|0|0|0|3|6|6|0|0,36|5|0|0|0,0,1
328,20437,lords-vegas,Area Control / Area Influence|Dice Rolling|Tile Placement|Trading,"Cities: Las Vegas (Nevada, USA)",City Building|Economic,4502,7.32879,6.99867,6118,0|1|28,2|21|21,10|32|5,44|5|1,2|4|16,0|0|0|0|0|0|3|5|0,11|1|0|0|0,0,2
329,31730,chicago-express,Auction/Bidding|Route/Network Building|Stock Holding,"Cities: Baltimore (Maryland, USA)|Cities: Buffalo (New York, USA)|Cities: Chicago (Illinois, USA)|Cities: Cincinnati (Ohio, USA)|Cities: Cleveland (Ohio, USA)|Cities: Detroit (Michigan, USA)|Cities: New York (New York, USA)|Cities: Philadelphia (Pennsylvania, USA)|Cities: Pittsburgh (Pennsylvania, USA)|Cities: Richmond (Virginia, USA)|Cities: Washington D.C.|Country: USA|Cube Rails|Historic Railroads System|Winsome Essen Sets",Economic|Post-Napoleonic|Trains|Transportation,6008,7.23712,6.99751,6358,0|0|84,3|25|88,30|96|16,100|43|3,NA,0|0|0|0|1|2|12|16|7,36|3|0|0|0,0,2
330,182134,evolution-climate,Action Point Allowance System|Hand Management|Press Your Luck|Secret Unit Deployment|Simulation,Crowdfunding: Kickstarter|Evolution,Animals|Card Game|Educational|Environmental|Fighting|Prehistoric,1663,7.94934,6.99299,4284,0|2|13,3|9|9,6|19|0,18|7|0,NA,0|0|0|0|0|1|3|3|1,0|0|1|1|0,0,2
331,155624,specter-ops,Dice Rolling|Grid Movement|Partnerships|Point to Point Movement|Secret Unit Deployment|Variable Player Powers,"",Deduction|Fighting|Miniatures|Science Fiction|Spies/Secret Agents,3585,7.41426,6.9924,6282,0|0|54,22|42|11,39|25|8,22|33|10,NA,0|0|0|0|0|0|9|5|0,0|3|10|0|0,0,2
332,79127,star-trek-fleet-captains,Action Point Allowance System|Dice Rolling|Modular Board|Tile Placement,Clix|Star Trek,Fighting|Miniatures|Movies / TV / Radio theme|Science Fiction|Space Exploration,2754,7.58107,6.98953,4400,1|3|26,51|9|0,4|3|22,10|31|6,0|0|23,0|0|0|0|0|0|5|16|9,0|2|4|30|1,0,3
333,163166,one-night-ultimate-werewolf-daybreak,Role Playing|Variable Player Powers|Voting,Crowdfunding: Kickstarter|One Night Ultimate|Werewolf / Mafia,Bluffing|Card Game|Deduction|Horror|Party Game,2687,7.55832,6.98822,6633,0|0|9,0|0|9,1|4|7,3|6|2,NA,0|0|0|0|1|2|0|1|0,3|2|0|0|0,0,1
334,204583,kingdomino,Card Drafting|Tile Placement|Variable Phase Order,Admin: Better Description Needed!,City Building|Medieval|Territory Building,3227,7.47282,6.98746,5136,0|0|40,37|18|7,10|42|5,44|20|0,0|0|34,0|0|4|5|14|6|1|0|0,8|0|0|0|0,0,1
335,1353,times,Acting|Memory|Partnerships,Mensa Select|Time's Up!,Humor|Party Game,3959,7.35271,6.9873,3923,1|0|35,0|1|34,0|1|34,12|18|11,NA,0|0|0|0|0|0|3|8|4,6|1|0|2|11,0,1
336,27746,colosseum,Auction/Bidding|Dice Rolling|Roll / Spin and Move|Set Collection|Trading,Ancient Rome,Ancient|Negotiation,7018,7.21016,6.98712,7624,1|0|53,0|2|54,8|58|19,39|51|2,NA,0|0|0|0|0|2|12|5|2,40|3|1|0|0,0,2
337,192153,pandemic-reign-cthulhu,Action Point Allowance System|Co-operative Play|Hand Management|Point to Point Movement|Set Collection|Trading|Variable Player Powers,Cthulhu Mythos|Pandemic,Horror|Mythology,2946,7.58208,6.98581,5994,5|13|8,6|17|2,7|18|0,16|10|0,0|1|17,0|0|0|0|0|2|5|2|2,0|0|5|0|0,0,2
338,128780,pax-porfiriana,Card Drafting|Simulation,Country: Mexico|Games by Gamesmiths|Tableau Building,Card Game|Civil War|Economic|Political|Post-Napoleonic|Wargame,2003,7.70131,6.98487,3360,0|12|26,7|32|17,23|33|1,34|21|3,NA,0|0|0|0|0|0|0|5|10,0|0|5|13|1,0,3
339,30869,thebes,Point to Point Movement|Time Track,Archaeology|Country: Egypt,Ancient|Exploration|Travel,7717,7.18359,6.98447,8991,0|1|85,23|96|24,105|41|2,86|57|8,0|0|77,0|0|0|0|2|25|16|0|1,49|3|0|0|0,0,2
340,160499,king-new-york,Area Control / Area Influence|Area Movement|Card Drafting|Dice Rolling|Player Elimination|Press Your Luck,"Cities: New York (New York, USA)|Country: USA|Kaiju|King of Tokyo|Monsters",Dice|Fighting|Movies / TV / Radio theme|Science Fiction,8796,7.18077,6.98337,14114,0|1|48,3|10|52,8|41|14,52|18|0,NA,0|0|0|1|4|10|8|1|0,0|6|16|1|0,0,1
341,143519,quantum,Area Control / Area Influence|Dice Rolling|Grid Movement|Modular Board|Variable Player Powers,"",Dice|Fighting|Science Fiction|Space Exploration,4371,7.35145,6.98329,5528,0|0|44,20|41|16,29|40|4,49|22|8,1|0|35,0|0|0|0|0|5|5|3|0,0|0|13|1|0,0,2
342,47,chinatown,Set Collection|Tile Placement|Trading,"Alea Big Box|Asian Theme|Cities: New York (New York, USA)|Filosofia Reprints",City Building|Economic|Negotiation,5937,7.23759,6.98255,7020,0|0|67,0|1|69,4|39|43,39|49|3,NA,0|0|0|0|0|3|11|8|2,35|5|1|0|0,0,2
343,11,bohnanza,Hand Management|Set Collection|Trading,Bohnanza|Lookout Bean Games,Card Game|Farming|Negotiation,28755,7.06709,6.98198,40193,0|1|277,19|71|257,36|240|94,189|203|7,NA,0|0|2|1|15|64|33|5|1,126|8|0|0|0,0,1
344,144189,fire-lake,Area Control / Area Influence|Variable Phase Order|Variable Player Powers,Country: Vietnam|GMT COIN Series|Solitaire Games|Solitaire Wargames,Modern Warfare|Political|Vietnam War|Wargame,1368,8.0842,6.97859,3251,2|27|6,9|23|3,1|21|7,33|6|2,2|1|16,0|0|0|0|0|0|0|2|10,0|0|2|14|4,0,3
345,140934,arboretum,Hand Management|Set Collection|Tile Placement,Z-Man / Filosofia deluxe card game series,Card Game,3817,7.37184,6.978,5908,0|2|26,23|34|6,17|31|1,23|19|5,0|2|21,0|0|0|0|1|4|6|3|0,17|0|0|0|0,0,2
346,148575,marvel-dice-masters-avengers-vs-x-men,Deck / Pool Building|Dice Rolling|Variable Player Powers,CDGs (Collectible Dice Games)|Comics: Marvel Universe|Dice Masters|Quarriors Pool Building system|Superheroes,Collectible Components|Comic Book / Strip|Dice|Fighting,4764,7.3186,6.97765,8960,1|1|21,41|2|0,NA,NA,NA,0|0|0|0|1|12|13|6|1,1|13|14|7|0,0,2
347,28181,combat-commander-pacific,Campaign / Battle Card Driven|Hex-and-Counter|Simulation|Variable Phase Order,Combat Commander Series,Wargame|World War II,1255,8.08998,6.97743,2505,0|5|8,18|1|1,NA,NA,NA,1|0|0|0|0|0|3|3|2,0|0|0|5|2,0,3
348,20963,fury-dracula-second-edition,Dice Rolling|Partnerships|Point to Point Movement|Secret Unit Deployment|Variable Player Powers,Vampires,Adventure|Deduction|Fighting|Horror|Novel-based,8238,7.19616,6.97656,8870,0|1|178,46|118|69,103|127|16,11|145|70,NA,0|0|0|0|1|1|11|24|13,0|2|10|59|3,0,2
349,9823,advanced-squad-leader-starter-kit-1,Dice Rolling|Hex-and-Counter,Advanced Squad Leader|Advanced Squad Leader Starter Kit,Wargame|World War II,1963,7.78451,6.97568,4113,0|18|9,33|3|0,NA,NA,NA,0|0|0|0|0|0|1|5|7,10|5|3|1|1,0,3
350,200680,agricola-revised-edition,Area Enclosure|Card Drafting|Hand Management|Worker Placement,Agricola|Harvest Series|Tableau Building,Animals|Economic|Farming,1125,8.38883,6.9752,2151,1|14|3,9|10|1,7|10|0,11|4|0,0|2|10,0|0|0|0|0|0|3|2|1,0|0|0|3|0,0,3
351,170042,raiders-north-sea,Hand Management|Set Collection|Worker Placement,Crowdfunding: Kickstarter|Crowdfunding: Wspieram|The North Sea Trilogy|Vikings,Medieval|Nautical,1821,7.83775,6.97464,2857,0|0|23,11|14|5,21|9|0,10|19|3,0|0|18,0|0|0|0|0|0|2|3|0,1|5|5|0|0,0,2
352,70512,luna,Area Control / Area Influence|Modular Board|Point to Point Movement|Tile Placement|Worker Placement,Solitaire Games,Fantasy|Religious,3300,7.3938,6.97248,4226,2|20|14,10|33|3,15|33|1,39|15|1,0|0|21,0|0|0|0|0|0|2|9|3,18|1|0|0|0,0,3
353,191862,imhotep,Area Control / Area Influence|Modular Board|Set Collection,3D Games|Country: Egypt,Ancient,4197,7.32867,6.97007,6308,0|0|34,9|31|14,18|36|1,31|17|7,0|0|30,0|0|0|0|3|5|9|0|0,0|1|4|0|0,0,2
354,153938,camel,Betting/Wagering|Dice Rolling|Roll / Spin and Move,3D Games|Animals: Camels|Country: Egypt,Animals|Dice|Racing,12618,7.11371,6.96991,16759,0|0|112,4|65|65,22|95|20,112|51|1,NA,0|0|2|3|19|34|7|1|0,42|0|0|0|0,0,1
355,135219,battle-five-armies,Area Movement|Dice Rolling|Hand Management,Tolkien Games|War of the Ring,Adventure|Fantasy|Miniatures|Novel-based|Wargame,1472,7.99462,6.96976,3701,0|1|17,20|2|0,NA,NA,NA,0|0|0|0|0|1|1|7|2,0|0|0|13|1,0,3
356,151022,baseball-highlights-2045,Deck / Pool Building|Hand Management|Take That,Sports: Baseball,Card Game|Science Fiction|Sports,1997,7.6894,6.96697,2483,7|25|6,35|7|0,0|10|16,9|18|1,1|3|8,0|0|0|0|1|5|2|0|0,0|1|6|0|0,0,2
357,137988,zombicide-season-2-prison-outbreak,Action Point Allowance System|Co-operative Play|Dice Rolling|Hand Management|Modular Board|Variable Player Powers,Crowdfunding: Kickstarter|Solitaire Games|Zombicide,Horror|Miniatures|Zombies,2927,7.5513,6.96468,7469,2|11|5,9|11|3,17|10|0,5|17|4,NA,0|0|0|0|0|1|1|3|2,0|5|0|0|0,0,2
358,4390,carcassonne-hunters-and-gatherers,Area Control / Area Influence|Tile Placement,Carcassonne,Prehistoric,9667,7.14675,6.96403,11865,0|3|82,77|51|5,68|49|1,29|62|16,NA,0|0|0|2|12|22|6|0|0,51|0|0|0|0,0,1
359,10547,betrayal-house-hill,Co-operative Play|Dice Rolling|Modular Board|Partnerships|Player Elimination|Role Playing|Storytelling|Variable Player Powers,"",Adventure|Exploration|Horror|Miniatures,22460,7.14142,6.96098,33293,0|3|187,3|26|171,7|145|79,91|140|10,NA,0|0|0|0|0|6|21|41|17,0|1|1|90|23,0,2
360,15364,vegas-showdown,Auction/Bidding|Route/Network Building|Tile Placement,"Cities: Las Vegas (Nevada, USA)",Economic,5468,7.21868,6.96075,6273,0|0|57,1|11|54,10|74|14,47|56|2,NA,0|0|0|0|0|3|8|6|1,0|4|29|1|0,0,2
361,38996,washingtons-war,Area Control / Area Influence|Campaign / Battle Card Driven|Dice Rolling|Point to Point Movement|Variable Player Powers,Country: USA|Holidays:  4th of July,Age of Reason|American Indian Wars|American Revolutionary War|Wargame,1947,7.68506,6.96064,3686,0|5|16,27|3|0,NA,NA,NA,0|0|0|0|0|2|2|6|5,0|0|8|5|0,0,2
362,110277,among-stars,Card Drafting|Simultaneous Action Selection|Tile Placement|Variable Player Powers,Among the Stars Universe|Crowdfunding: Indiegogo|Crowdfunding: Kickstarter|Tableau Building,Card Game|City Building|Science Fiction,5219,7.22669,6.95873,7457,0|2|40,9|38|12,17|42|2,41|15|3,2|7|23,0|0|0|0|1|1|10|6|0,0|0|22|9|0,0,2
