rank,ID,name,year,mechanics,families,categories,n.ratings,rating,bayes.rating,owned,min_players,max_players,play_time,min_play_time,max_play_time,one.player,two.players,three.players,four.players,many.players,age,language,n.weight,weight
586,42910,peloponnes,2009,Auction/Bidding|Tile Placement|Variable Player Powers,Admin: Better Description Needed!|Country: Greece|Solitaire Games,Ancient|City Building|Civilization,2307,7.18222,6.70205,2409,1,5,45,45,45,4|21|8,2|29|8,23|13|4,30|16|1,NA,0|0|0|0|0|3|11|4|0,21|2|0|0|0,0,2
587,27364,caylus-magna-carta,2007,Hand Management|Worker Placement,Caylus|Ystari originals,Card Game|City Building|Economic|Medieval,4429,6.97084,6.70205,6120,2,4,75,45,75,0|0|42,14|48|19,51|25|1,46|28|2,0|3|35,0|0|0|0|0|2|7|5|1,30|0|0|0|0,0,2
588,156546,monikers,2015,Acting|Card Drafting|Role Playing,Crowdfunding: Kickstarter,Card Game|Humor|Mature / Adult|Party Game|Print & Play,1087,7.7914,6.70054,2330,4,20,60,60,60,0|0|4,0|0|4,0|0|4,0|3|2,NA,0|0|0|0|0|0|0|0|0,0|0|1|3|0,0,1
589,124,primordial-soup,1997,Dice Rolling|Grid Movement|Player Elimination|Variable Phase Order|Variable Player Powers,Admin: Better Description Needed!|Evolution,Prehistoric,4249,6.97928,6.69988,4881,3,4,90,90,90,0|0|35,0|6|33,12|39|8,55|8|0,1|5|24,0|0|0|0|0|0|3|9|1,0|0|19|0|0,0,2
590,327,loopin-louie,1992,Player Elimination,Animals: Chickens|Celebrities: Walt Disney|Toy Story,Action / Dexterity|Animals|Aviation / Flight|Children's Game|Electronic|Movies / TV / Radio theme|Real-time,6690,6.88693,6.69947,8050,2,4,10,10,10,0|3|95,6|60|46,3|38|69,120|2|0,0|1|81,2|20|28|6|2|1|0|0|0,41|0|0|0|0,0,1
591,1634,warhammer-quest,1995,Co-operative Play|Dice Rolling|Modular Board|Role Playing,Solitaire Games|Warhammer Fantasy Board Games,Adventure|Fantasy,2011,7.41225,6.69723,2594,1,4,120,120,120,3|8|11,6|9|6,3|15|4,23|6|0,4|10|3,0|0|0|0|0|2|4|6|4,0|1|1|13|0,0,2
592,136991,loony-quest,2015,Line Drawing,"",Action / Dexterity|Fantasy|Real-time,2763,7.13057,6.69613,4206,2,5,30,20,30,0|3|13,3|15|3,10|15|0,21|2|0,NA,0|0|0|0|8|10|0|0|0,19|1|0|0|0,0,1
593,34084,witchs-brew,2008,Hand Management|Simultaneous Action Selection,Alea Medium Box|Witches,Bluffing|Card Game|Fantasy,3322,7.04452,6.69496,3339,3,5,45,45,45,0|0|36,0|1|34,1|28|36,14|57|1,NA,0|0|0|0|0|5|5|1|1,3|18|8|0|0,0,1
594,200147,kanagawa,2016,Card Drafting|Pattern Building|Press Your Luck|Set Collection|Worker Placement,Country: Japan|Visual Arts: Painting,"",1899,7.33509,6.69429,3323,2,4,45,45,45,0|0|15,2|15|9,9|12|0,15|7|1,0|0|12,0|0|0|0|0|6|2|0|0,4|0|0|0|0,0,2
595,171233,big-book-madness,2015,Co-operative Play|Deck / Pool Building|Hand Management|Player Elimination|Variable Player Powers,"",Card Game|Fantasy,2594,7.17497,6.6927,4862,2,5,90,60,90,0|10|9,10|18|1,19|10|1,7|17|2,NA,0|0|0|0|0|1|2|6|2,0|0|9|1|0,0,2
596,68264,no-retreat-russian-front,2011,Campaign / Battle Card Driven|Dice Rolling|Hex-and-Counter|Simulation,No Retreat series|Solitaire Games|Solitaire Wargames,Wargame|World War II,1059,7.82437,6.69226,2334,1,2,360,360,360,1|18|1,23|0|0,NA,NA,NA,0|0|0|0|0|0|0|6|4,0|0|8|1|0,0,3
597,121410,steam-park,2013,Card Drafting|Dice Rolling|Memory|Modular Board,3D Games|Steampunk,City Building|Dice|Real-time|Science Fiction,4130,6.97994,6.69091,6441,2,4,60,60,60,0|2|18,4|34|5,15|24|1,29|11|4,0|0|12,0|0|0|0|2|3|7|1|1,1|14|1|0|0,0,2
598,158600,hanamikoji,2013,Action / Movement Programming|Area Control / Area Influence|Card Drafting|Hand Management,Asian Theme|Country: Japan,Card Game|Medieval,1249,7.62492,6.68908,2652,2,2,15,15,15,0|0|13,15|0|0,NA,NA,NA,0|0|0|0|0|6|1|0|0,5|0|0|0|0,0,1
599,8203,hey-s-my-fish,2003,Area Enclosure|Grid Movement|Modular Board,Animals: Fishes|Animals: Penguins|Antarctic Theme|Sports: Fishing / Angling,Abstract Strategy|Animals,15478,6.77178,6.68907,18936,2,4,20,20,20,0|2|135,90|119|7,123|75|10,54|117|28,0|2|115,0|2|7|28|38|19|3|0|0,68|0|0|0|0,0,1
600,25669,qwirkle,2006,Hand Management|Pattern Building|Tile Placement,Mensa Select|Qwirkle,Abstract Strategy,10602,6.81694,6.68823,17373,2,4,45,45,45,0|6|72,38|75|5,45|64|2,68|41|7,4|25|52,0|0|5|10|28|14|5|0|0,57|0|0|0|0,0,1
601,230,merchant-venus,1988,Commodity Speculation|Dice Rolling|Pick-up and Deliver|Point to Point Movement|Roll / Spin and Move,Solitaire Games,Economic|Exploration|Science Fiction|Space Exploration|Transportation,2429,7.17516,6.687,2880,1,6,180,180,180,0|12|34,3|28|25,26|29|5,30|27|7,NA,0|0|0|0|1|2|2|3|1,2|9|1|0|0,0,2
602,30618,eat-poop-you-cat,1984,Line Drawing|Paper-and-Pencil,"",Humor|Party Game,1390,7.48637,6.68596,725,3,99,20,20,20,1|0|32,0|1|33,0|2|31,0|5|28,NA,0|0|0|0|1|6|0|1|0,12|0|0|1|1,0,1
603,2507,liberte,2001,Area Control / Area Influence|Auction/Bidding|Card Drafting|Hand Management,Country: France|Valley Games Classic Line,Napoleonic|Political,2267,7.18915,6.68437,2890,3,6,120,120,120,0|0|31,0|1|33,10|18|15,29|23|2,NA,0|0|0|0|0|0|1|6|2,0|13|5|0|0,0,3
604,37628,haggis,2010,Betting/Wagering|Hand Management|Trick-taking,Climbing Games|Country: Scotland|Games by the Game Artisans of Canada|Postcard Box Games|Shedding Games|Traditional Card Games,Card Game,3283,7.02924,6.68414,5119,2,3,45,45,45,0|0|32,49|17|0,22|35|5,NA,NA,0|0|0|0|0|0|6|3|0,21|1|0|0|0,0,2
605,39953,game-thrones-card-game,2008,Card Drafting|Hand Management|Simultaneous Action Selection|Variable Player Powers,CCGs (Collectible Card Games)|A Game of Thrones LCG|Living Card Game|A Song of Ice and Fire,Card Game|Collectible Components|Fantasy|Fighting|Medieval|Negotiation|Novel-based,5293,6.95639,6.68378,8775,2,4,60,60,60,1|1|62,50|30|15,10|58|15,60|27|9,8|18|35,0|0|0|0|0|0|4|4|9,0|1|3|27|11,0,3
606,30381,hamburgum,2007,Set Collection,Cities: Hamburg|Country: Germany|Rondel Series,City Building|Economic,2813,7.07434,6.68368,2967,2,5,75,75,75,0|1|23,3|24|19,6|34|4,32|14|0,NA,0|0|0|0|0|0|1|7|2,6|18|0|0|0,0,3
607,1608,ambush,1983,Action Point Allowance System|Dice Rolling|Hex-and-Counter|Secret Unit Deployment,Ambush! solitaire wargame system|Solitaire Games|Solitaire Wargames,Exploration|Fighting|Wargame|World War II,1830,7.3793,6.68258,3860,1,1,240,240,240,50|3|0,NA,NA,NA,NA,0|0|0|0|0|0|1|11|5,1|0|0|13|7,0,3
608,157526,viceroy,2014,Card Drafting|Hand Management|Memory|Set Collection|Tile Placement,Berserk|Crowdfunding: Giochistarter|Crowdfunding: Kickstarter|Crowdfunding: Wspieram,Bluffing|Card Game|City Building|Civilization|Fantasy|Negotiation,3519,7.01976,6.68158,6720,1,4,60,45,60,0|12|18,12|34|5,26|20|0,11|26|8,0|0|17,0|0|0|0|0|2|5|2|0,0|1|12|1|0,0,2
609,132372,guildhall,2012,Hand Management|Set Collection|Take That,Guildhall,Card Game|Medieval,3264,7.03421,6.68141,4104,2,4,45,30,45,0|0|24,23|28|5,28|23|4,13|27|14,0|2|23,0|0|0|0|0|2|7|3|1,15|1|0|0|0,0,2
610,91536,quarriors,2011,Card Drafting|Deck / Pool Building|Dice Rolling,Quarriors Pool Building system,Dice|Fantasy|Fighting,11511,6.81641,6.68074,15065,2,4,30,30,30,0|2|104,56|105|20,67|107|4,79|91|11,0|0|88,0|0|0|0|4|38|17|9|3,0|4|49|13|1,0,1
611,152162,diamonds,2014,Hand Management|Trick-taking,Stronghold Games Pocket Line,Card Game,3385,7.02353,6.68043,5142,2,6,30,20,30,0|0|12,3|8|8,2|18|2,22|5|0,NA,0|0|0|0|6|1|1|0|0,7|0|0|0|0,0,1
612,199561,sagrada,2017,Card Drafting|Dice Rolling|Pattern Building|Set Collection,Crowdfunding: Kickstarter|Games by the Game Artisans of Canada,Dice,1300,7.63841,6.68021,2357,1,4,40,20,40,0|17|3,15|11|1,12|14|0,7|18|2,0|0|15,0|0|0|0|0|5|2|0|0,1|1|0|0|0,0,1
613,164265,witness,2014,Co-operative Play|Memory,Ystari originals,Comic Book / Strip|Deduction|Memory|Murder/Mystery,1574,7.40262,6.67979,2602,4,4,15,15,15,0|0|19,0|0|19,0|0|19,19|0|0,0|0|17,0|0|0|0|0|0|1|6|0,0|0|0|4|11,0,1
614,44163,power-grid-factory-manager,2009,Auction/Bidding|Commodity Speculation,Power Grid,Economic|Industry / Manufacturing,5268,6.9019,6.6791,5849,2,5,60,60,60,0|0|32,5|23|16,20|26|1,33|14|1,NA,0|0|0|0|0|1|3|7|3,34|0|0|0|0,0,3
615,121297,fleet,2012,Auction/Bidding|Hand Management,Animals: Crabs|Animals: Fishes|Arctic Theme|Country: Canada|Crowdfunding: Kickstarter|Fleet|Sports: Fishing / Angling,Card Game|Nautical,3563,6.99623,6.67718,5153,2,4,45,30,45,1|4|25,2|31|16,5|37|0,34|7|2,0|1|14,0|0|0|0|1|5|1|2|1,0|14|0|0|0,0,2
616,130176,tales-games-hare-tortoise,2011,Betting/Wagering|Hand Management,Tales & Games,Animals|Card Game|Novel-based|Racing,2205,7.20728,6.6758,3893,2,5,15,15,15,0|0|19,2|16|9,11|18|1,23|8|0,NA,0|0|0|1|7|10|0|0|0,14|0|0|0|0,0,1
617,127518,distant-plain,2013,Area Control / Area Influence|Area Movement|Dice Rolling|Variable Phase Order|Variable Player Powers,Country: Afghanistan|GMT COIN Series|Solitaire Games|Solitaire Wargames,Modern Warfare|Wargame,868,8.02483,6.67499,2557,1,4,300,180,300,3|14|4,4|11|5,2|13|2,22|6|0,0|0|12,0|0|0|0|0|0|0|2|8,0|0|2|8|0,0,3
618,91873,strasbourg,2011,Area Control / Area Influence|Auction/Bidding|Pattern Building|Tile Placement,Admin: Better Description Needed!|Country: France,City Building|Economic|Medieval,2104,7.19407,6.67367,2298,3,5,60,60,60,0|0|20,2|1|18,2|20|12,15|23|0,NA,0|0|0|0|0|0|4|3|0,14|1|0|0|0,0,2
619,221,ikusa,1986,Auction/Bidding|Dice Rolling|Simultaneous Action Selection,Asian Theme|Country: Japan|Gamemaster Series|Samurai,Civil War|Wargame,4321,7.011,6.67247,7017,2,5,360,240,360,0|1|31,2|13|25,7|22|18,40|17|1,NA,0|0|0|0|0|1|2|8|7,4|16|2|0|1,0,2
620,1382,winners-circle,2001,Betting/Wagering|Roll / Spin and Move,Alea Small Box|Sports: Horse Racing,Animals|Racing|Sports,4146,6.96163,6.67179,3872,2,6,60,45,60,0|0|30,2|12|34,2|33|12,15|38|0,NA,0|0|0|2|6|11|1|1|0,24|0|0|0|0,0,1
621,21523,runebound-second-edition,2005,Area Movement|Card Drafting|Dice Rolling|Role Playing,The Realms of Terrinoth|Runebound|Solitaire Games,Adventure|Exploration|Fantasy|Fighting,7145,6.90314,6.67144,9264,1,6,240,120,240,50|80|29,93|80|6,84|80|17,25|66|73,NA,0|0|0|0|0|8|6|20|9,0|2|3|52|1,0,2
622,19100,hacienda,2005,Area Enclosure|Card Drafting|Route/Network Building|Tile Placement,Country: Argentina|Country: Uruguay,Animals|Economic|Farming|Territory Building,3731,6.97141,6.6713,3651,2,5,90,60,90,0|0|37,11|29|19,19|34|3,37|22|1,NA,0|0|0|0|1|3|9|5|0,26|1|0|0|0,0,2
623,159473,quartermaster-general,2014,Area Control / Area Influence|Campaign / Battle Card Driven|Hand Management|Partnerships,Quartermaster Series,Wargame|World War II,1460,7.50606,6.67039,1678,2,6,90,90,90,0|2|31,13|22|9,1|7|29,2|22|18,NA,0|0|0|0|0|0|2|5|1,0|0|3|6|0,0,2
624,15126,advanced-squad-leader-starter-kit-2,2005,Dice Rolling|Hex-and-Counter,Advanced Squad Leader|Advanced Squad Leader Starter Kit,Wargame|World War II,961,7.89371,6.67,2389,2,2,180,180,180,0|6|3,12|1|0,NA,NA,NA,0|0|0|0|0|0|0|2|2,1|4|1|0|0,0,3
625,183880,risk-star-wars-edition,2015,Area Control / Area Influence|Area Movement|Campaign / Battle Card Driven|Dice Rolling|Variable Player Powers,Risk|Star Wars,Dice|Movies / TV / Radio theme|Science Fiction|Wargame,2128,7.21383,6.66625,5374,2,4,45,30,45,0|0|23,40|0|0,0|1|23,2|13|14,0|0|21,0|0|1|2|5|7|4|0|0,6|3|1|0|0,0,1
626,91080,andean-abyss,2012,Area Control / Area Influence|Area Movement|Campaign / Battle Card Driven|Dice Rolling|Variable Phase Order|Variable Player Powers,Country: Colombia|GMT COIN Series|Solitaire Games|Solitaire Wargames,Modern Warfare|Political|Wargame,1266,7.57479,6.66509,2079,1,4,360,360,360,5|21|5,1|27|6,0|25|7,41|3|0,1|0|19,0|0|0|0|0|0|1|3|7,0|1|3|16|2,0,3
627,170561,valeria-card-kingdoms,2016,Card Drafting|Deck / Pool Building|Dice Rolling,Crowdfunding: Kickstarter|Tableau Building,Card Game|Dice|Fantasy,1380,7.53785,6.6646,2499,1,5,45,30,45,0|2|4,6|11|3,16|4|1,6|10|8,NA,0|0|0|0|0|1|2|0|0,0|5|0|0|0,0,1
628,25821,werewolves-millers-hollow,2001,Partnerships|Player Elimination|Role Playing|Variable Player Powers|Voting,Werewolf / Mafia,Bluffing|Deduction|Horror|Murder/Mystery|Party Game,7190,6.87365,6.66451,11064,8,18,30,30,30,0|0|52,0|0|51,0|0|52,0|0|49,NA,0|1|0|0|0|9|13|2|0,28|2|0|0|1,0,1
629,833,people,1998,Campaign / Battle Card Driven|Dice Rolling|Point to Point Movement|Simulation,"",American Civil War|Wargame,1157,7.67452,6.66284,3193,2,2,360,360,360,0|2|8,16|0|0,NA,NA,NA,0|0|0|0|0|0|0|1|6,0|1|3|7|1,0,3
630,855,java,2000,Action Point Allowance System|Area Control / Area Influence|Tile Placement,3D Games|Asian Theme|Country: Indonesia|The Mask Trilogy|Tropical theme,City Building,2991,7.03786,6.66279,4243,2,4,120,120,120,0|0|27,10|23|8,36|14|2,13|25|6,0|0|23,0|0|0|0|0|0|1|7|1,20|0|0|0|0,0,3
631,8989,hansa,2004,Action Point Allowance System|Area Control / Area Influence|Pick-up and Deliver|Point to Point Movement|Set Collection,Admin: Better Description Needed!|Cities: Tallinn|Country: Denmark|Country: Holy Roman Empire|Country: Norway|Country: Sweden|Hansa,Economic|Medieval|Nautical|Transportation,4576,6.90667,6.66255,5297,2,4,60,60,60,0|0|74,88|37|6,51|65|9,17|73|28,0|0|66,0|0|0|0|0|3|16|3|1,31|0|0|0|0,0,2
632,37836,julius-caesar,2010,Campaign / Battle Card Driven|Dice Rolling|Hand Management|Point to Point Movement|Secret Unit Deployment|Simultaneous Action Selection,Ancient Rome|Block wargames|Columbia's Great Battles of History,Ancient|Civil War|Wargame,1043,7.78053,6.66226,1580,2,2,120,120,120,0|4|10,19|1|0,NA,NA,NA,0|0|0|0|0|0|6|1|3,0|10|2|0|0,0,2
633,157001,trains-rising-sun,2014,Deck / Pool Building|Hand Management|Route/Network Building,AEG: Big in Japan|AEG: Destination Fun|Country: Japan,Card Game|Territory Building|Trains,1155,7.61556,6.65851,2829,2,4,45,45,45,0|0|5,4|7|1,3|6|1,7|2|1,0|0|2,0|0|0|0|0|1|1|2|0,0|1|1|0|0,0,2
634,823,lord-rings,2000,Co-operative Play|Dice Rolling|Hand Management|Set Collection|Variable Player Powers,Fantasy Flight Silver Line Games|Kosmos Literature Series|Lord of the Rings (Reiner Knizia's co-op game)|Tolkien Games,Adventure|Fantasy|Novel-based,11940,6.78394,6.65837,18356,2,5,60,60,60,9|54|51,22|106|13,52|82|3,100|40|2,NA,0|0|0|0|2|21|14|11|1,0|16|38|5|1,0,2
635,53093,heroes-normandie,2014,Dice Rolling|Grid Movement|Hex-and-Counter|Modular Board|Variable Player Powers,Crowdfunding: Kickstarter|Normandie series,Wargame|World War II,1288,7.63935,6.65802,3252,2,2,60,30,60,0|1|10,19|3|0,NA,NA,NA,1|0|0|0|0|0|4|4|2,0|5|4|0|0,0,2
636,154086,gold-west,2015,Area Control / Area Influence|Modular Board|Route/Network Building|Set Collection,Crowdfunding: Kickstarter,American West|Economic|Territory Building,1288,7.49627,6.6567,1714,2,4,60,45,60,0|0|8,4|9|2,10|4|0,3|10|1,0|0|7,0|0|0|0|0|0|3|1|0,0|5|0|0|0,0,2
637,123955,thunderbolt-apache-leader,2012,Area Movement|Hand Management|Simulation,Leader Series|Solitaire Games|Solitaire Wargames,Aviation / Flight|Modern Warfare|Wargame,800,8.17,6.6541,1960,1,1,90,90,90,34|1|0,NA,NA,NA,NA,0|0|0|0|0|0|0|3|7,0|2|6|3|0,0,3
638,153065,linko,2014,Card Drafting|Hand Management|Set Collection,"",Card Game,2614,7.08587,6.65396,3985,2,5,20,20,20,0|0|38,5|24|27,13|44|6,46|16|1,NA,0|0|0|0|3|10|5|0|0,27|0|0|0|0,0,1
639,25643,arkadia,2006,Area Control / Area Influence|Set Collection|Stock Holding|Tile Placement,Polyominoes,City Building,3756,6.94885,6.65191,3953,2,4,60,60,60,0|0|38,19|46|7,37|29|0,17|40|6,0|0|33,0|0|0|0|1|6|8|2|0,29|1|0|0|0,0,2
640,131260,qwixx,2012,Dice Rolling|Paper-and-Pencil,Mensa Select,Dice,4501,6.90995,6.65172,7154,2,5,15,15,15,0|4|24,11|28|6,19|29|0,29|21|1,NA,0|0|0|2|2|13|1|0|0,17|0|0|0|0,0,1
641,1465,wizard,1984,Betting/Wagering|Hand Management|Trick-taking,Wizard,Card Game,5481,6.8864,6.65171,8492,3,6,45,45,45,0|0|58,0|5|53,13|36|22,53|28|0,NA,0|0|0|0|0|5|11|4|0,29|0|0|0|0,0,1
642,96007,new-era,2011,Card Drafting|Hand Management|Variable Player Powers,Neuroshima|Tableau Building,Card Game|City Building|Economic|Science Fiction,1171,7.62875,6.65132,1644,2,5,60,60,60,0|1|15,12|15|0,21|9|1,4|15|9,NA,0|0|0|0|0|0|0|5|3,12|0|0|0|0,0,3
643,154825,arkwright,2014,Commodity Speculation|Simulation|Stock Holding|Variable Phase Order|Worker Placement,"",Economic|Industry / Manufacturing,885,7.90643,6.65113,1742,2,4,240,120,240,0|0|16,2|16|8,7|20|0,23|7|0,0|0|13,0|0|0|0|0|0|1|2|3,0|6|0|0|0,0,4
644,180680,automobiles,2016,Deck / Pool Building|Hand Management,AEG: Destination Fun|Sports: Auto Racing,Racing|Sports|Transportation,1393,7.45754,6.65102,1734,2,5,75,45,75,0|1|11,1|10|4,9|6|0,11|7|0,NA,0|0|0|0|0|1|1|0|0,0|0|1|0|0,0,2
645,143884,machi-koro,2012,Card Drafting|Dice Rolling,Asian Theme|Country: Japan|Machi Koro,Card Game|City Building|Dice,15951,6.75053,6.65096,24906,2,4,30,30,30,1|2|107,15|97|52,62|97|5,112|52|10,2|15|72,0|0|0|1|13|33|10|0|0,0|16|34|4|1,0,1
646,60435,rallyman,2009,Dice Rolling|Modular Board|Press Your Luck|Simulation,Forgenext|Solitaire Games|Sports: Auto Racing,Racing|Sports,1966,7.25635,6.65016,2714,1,4,45,45,45,13|34|3,17|29|1,31|20|0,28|14|5,1|12|13,0|0|0|0|3|11|3|0|1,25|3|0|0|0,0,2
647,154246,la-isla,2014,Action / Movement Programming|Area Enclosure|Hand Management|Modular Board|Set Collection|Simultaneous Action Selection,Alea Medium Box,Animals,3406,6.97642,6.64985,5649,2,4,60,30,60,0|0|32,7|38|7,21|30|0,30|21|2,0|0|22,0|0|0|0|0|11|6|2|0,15|1|1|0|0,0,2
648,1261,medina,2001,Tile Placement,Cities: Medina|Desert Theme|Middle Eastern Theme,Abstract Strategy|City Building,2590,7.07446,6.6491,3292,3,4,60,60,60,0|0|15,4|1|14,13|18|1,26|6|2,0|0|12,0|0|0|0|0|1|6|2|0,15|0|0|0|0,0,2
649,158435,dogs-war,2014,Partnerships|Worker Placement,Crowdfunding: Kickstarter|Steampunk,Abstract Strategy|Renaissance|Wargame,1246,7.5658,6.64887,1980,3,5,75,75,75,0|0|15,1|2|14,0|12|12,9|18|2,NA,0|0|0|0|0|0|0|0|4,0|6|2|0|0,0,2
650,18258,mission-red-planet,2005,Area Control / Area Influence|Hand Management|Simultaneous Action Selection,Mars|Steampunk,Science Fiction|Space Exploration,3683,6.93938,6.64867,3429,3,5,60,60,60,0|0|25,0|1|27,7|28|11,31|16|0,NA,0|0|0|0|0|3|6|4|0,0|7|14|0|0,0,2
651,75449,firenze,2010,Deck / Pool Building|Set Collection,Cities: Florence,Economic|Renaissance,1666,7.29224,6.64627,1755,2,4,60,60,60,0|1|16,18|11|2,14|16|2,6|16|4,1|0|10,0|0|0|0|0|1|5|1|0,0|1|15|4|0,0,2
652,43022,yomi,2011,Hand Management|Rock-Paper-Scissors|Simultaneous Action Selection|Variable Player Powers,Crowdfunding: Kickstarter|Fantasy Strike,Bluffing|Card Game|Fantasy|Fighting|Video Game Theme,2593,7.12651,6.64541,2749,2,2,30,30,30,0|0|23,33|5|0,NA,NA,NA,0|1|0|0|1|5|8|2|2,0|6|24|1|0,0,2
653,95103,fortune-and-glory-cliffhanger-game,2011,Area Movement|Co-operative Play|Dice Rolling|Pick-up and Deliver|Press Your Luck|Roll / Spin and Move|Variable Player Powers,Fortune and Glory|Solitaire Games,Adventure|Card Game|Miniatures,2730,7.11157,6.64483,4630,1,8,240,90,240,2|21|11,6|35|4,25|21|1,26|30|2,NA,1|0|0|0|0|3|10|9|1,0|0|12|13|4,0,2
654,24068,shadow-hunters,2005,Dice Rolling|Partnerships|Player Elimination|Variable Player Powers,Anime & Manga|Werewolf / Mafia,Adventure|Bluffing|Card Game|Deduction|Horror|Party Game,6370,6.85036,6.64466,6751,4,8,45,45,45,0|0|79,0|0|78,0|2|77,0|22|74,NA,0|0|0|1|0|2|13|14|2,0|3|21|6|3,0,1
655,17329,animal-upon-animal,2005,Dice Rolling,Tier auf Tier,Action / Dexterity|Animals|Children's Game,4614,6.88846,6.64355,6927,2,4,15,15,15,0|11|28,13|34|4,22|31|1,45|10|0,1|5|26,4|18|16|2|3|0|0|0|0,22|0|0|0|0,0,1
656,178336,worlds-fair-1893,2016,Area Control / Area Influence|Card Drafting|Set Collection,"Cities: Chicago (Illinois, USA)|Crowdfunding: Kickstarter|Mensa Select",Post-Napoleonic,1574,7.36681,6.64346,2714,2,4,45,35,45,0|0|10,4|13|5,3|17|0,14|7|1,0|0|7,0|0|0|0|0|5|1|0|1,3|0|0|0|0,0,1
657,11825,empire-sun,2005,Action Point Allowance System|Campaign / Battle Card Driven|Dice Rolling|Hex-and-Counter,Asian Theme|Empire of the Sun,Nautical|Wargame|World War II,924,7.94048,6.64225,2912,1,2,360,360,360,2|9|9,22|2|0,NA,NA,NA,0|0|0|0|0|0|0|1|6,0|0|0|15|0,0,4
658,207691,railroad-revolution,2016,Route/Network Building,"",Trains,1212,7.54494,6.64153,1865,2,4,90,45,90,0|1|12,1|14|6,10|16|0,13|9|1,0|0|11,0|0|0|0|0|0|3|4|2,4|0|0|0|0,0,3
659,56692,parade,2007,Hand Management|Set Collection,Card Games: Card Fishing|Characters: Alice In Wonderland|Z-Man / Filosofia deluxe card game series,Card Game|Novel-based,3885,6.92974,6.64133,5545,2,6,30,20,30,0|2|25,17|23|10,7|33|1,26|15|2,NA,0|0|0|0|2|8|6|1|0,13|0|0|0|0,0,1
660,527,gipf,1997,Grid Movement|Pattern Building,Combinatorial|GIPF Project,Abstract Strategy,2351,7.119,6.63952,3619,2,2,60,30,60,0|0|17,25|1|0,NA,NA,NA,0|0|0|0|0|2|2|0|0,12|0|0|0|0,0,2
661,125678,dc-comics-deck-building-game,2012,Deck / Pool Building,Cerberus Engine: Heroes|Comics: DC Universe|Superheroes,Card Game|Comic Book / Strip,4132,7.00479,6.63849,6190,2,5,45,45,45,1|6|34,15|35|4,35|20|0,19|31|9,NA,0|0|0|2|5|18|9|6|0,0|10|12|11|0,0,2
662,174660,new-york-1901,2015,Card Drafting|Tile Placement,"Cities: New York (New York, USA)|Country: USA|Mensa Select|Polyominoes",City Building,3256,6.99239,6.6378,5544,2,4,60,30,60,0|1|18,4|24|7,8|26|1,33|3|0,0|0|14,0|0|0|1|1|4|3|1|0,11|1|0|0|0,0,2
663,35815,touch-evil-supernatural-game,2008,Area Movement|Co-operative Play|Dice Rolling|Roll / Spin and Move|Variable Player Powers,A Touch of Evil,Adventure|Fighting|Horror|Murder/Mystery,3907,6.99312,6.63713,5701,2,8,90,90,90,11|40|19,20|49|9,27|46|3,54|24|4,NA,0|0|0|0|0|6|9|18|2,0|0|10|39|4,0,2
664,6830,zendo,2001,Pattern Recognition|Simultaneous Action Selection,Asian Theme|Looney Pyramids|Mensa Select,Abstract Strategy|Deduction|Puzzle,1754,7.27701,6.63692,1325,3,5,60,60,60,0|0|22,0|2|21,5|17|3,19|9|0,NA,0|0|0|0|2|4|1|3|0,16|1|0|0|0,0,2
665,191231,nebula,2016,Pick-up and Deliver|Route/Network Building,"",Territory Building|Transportation,1833,7.23861,6.63502,2452,2,4,60,45,60,0|0|16,4|16|5,14|10|0,18|9|0,0|0|11,0|0|0|0|1|7|3|1|0,2|6|3|0|0,0,2
666,40793,dice-town,2009,Dice Rolling|Set Collection|Simultaneous Action Selection,"",American West|Dice,5224,6.85123,6.63499,5895,2,5,60,60,60,0|0|30,2|20|25,10|28|9,31|19|1,NA,0|0|0|0|3|6|5|1|0,1|10|9|0|0,0,1
667,140933,blueprints,2013,Dice Rolling|Pattern Building|Set Collection,Forgenext|Games by the Game Artisans of Canada,Dice,4009,6.91709,6.63204,5393,2,4,30,30,30,0|4|34,16|30|11,11|46|0,37|22|0,0|0|28,0|0|0|0|3|11|5|2|0,22|0|0|0|0,0,1
668,278,catan-card-game,1996,Card Drafting|Dice Rolling|Hand Management|Trading,Catan|Die Siedler von Catan: Das Kartenspiel / Catan Card Game|Kosmos two-player series,Card Game|City Building|Territory Building,11191,6.77286,6.63197,17431,2,2,90,90,90,0|1|59,72|4|1,NA,NA,NA,0|0|0|0|0|3|8|11|1,0|1|12|22|3,0,2
669,209685,century-spice-road,2017,Card Drafting|Deck / Pool Building|Hand Management|Set Collection,"",Card Game|Economic,1321,7.5462,6.63127,2228,2,5,45,30,45,0|0|15,7|9|3,10|11|1,11|10|0,NA,0|0|0|0|2|4|0|0|0,7|0|0|0|0,0,1
670,13823,fairy-tale,2004,Card Drafting|Hand Management|Set Collection|Simultaneous Action Selection,Animals: Dragons|Anime & Manga|Z-Man / Filosofia deluxe card game series,Card Game|Fantasy,7255,6.78474,6.63099,10427,2,5,30,30,30,0|1|67,11|56|44,34|69|9,70|39|1,NA,0|0|0|0|3|5|12|5|1,33|14|0|0|0,0,1
